age_range,name,gender,marital_status,household_size,education_level,ethnicity,language_preferences,nationality,occupation,religion,date_of_birth,geographic_mobility,citizenship_status,birthplace,military_service
65+,Victoria,Female,Divorced,1,Doctorate,Caucasian,Other,Australia,Self-employed,Other,1946-09-10,Moderate,Permanent Resident,Rural,Yes
18-24,Gabriel,Female,Married,5+,High School,African American,Spanish,USA,Student,Buddhism,1955-06-10,High,Citizen,Rural,Yes
<18,Peter,Male,Widowed,5+,Postgraduate,Caucasian,Mandarin,UK,Student,Other,1951-07-04,Moderate,Work Visa,Rural,Yes
<18,Lincoln,Female,Married,2,Undergraduate,Caucasian,Mandarin,Canada,Professional,Christianity,1941-03-31,Low,Other,Urban,No
25-34,Colton,Non-Binary,Widowed,3-4,Undergraduate,Other,Spanish,India,Professional,Hinduism,1958-01-31,Low,Other,Urban,No
18-24,Zack,Non-Binary,Single,5+,Undergraduate,Caucasian,Other,USA,Student,Atheism,1983-05-16,Moderate,Permanent Resident,Rural,Yes
35-44,Mia,Non-Binary,Widowed,5+,Postgraduate,African American,Spanish,India,Student,Buddhism,1983-01-20,Moderate,Citizen,Urban,Yes
25-34,Aaron,Male,Divorced,1,Postgraduate,Asian,French,Australia,Retired,Hinduism,2001-11-30,Low,Work Visa,Urban,Yes
65+,Wendy,Male,Divorced,5+,Postgraduate,Caucasian,Spanish,USA,Student,Hinduism,1972-03-16,Low,Work Visa,Rural,Yes
55-64,Uriel,Non-Binary,Single,1,Postgraduate,Caucasian,French,USA,Retired,Other,1969-07-30,Moderate,Citizen,Suburban,Yes
18-24,Rose,Male,Married,2,Undergraduate,Asian,Mandarin,India,Professional,Christianity,1949-11-25,Moderate,Work Visa,Urban,No
45-54,Nathan,Non-Binary,Married,3-4,High School,Caucasian,Other,Australia,Student,Other,1959-12-31,Moderate,Work Visa,Suburban,No
<18,Theodore,Female,Divorced,2,Postgraduate,Caucasian,French,Canada,Self-employed,Christianity,1951-04-29,Low,Work Visa,Suburban,No
18-24,Michael,Non-Binary,Widowed,2,Postgraduate,Caucasian,Other,Australia,Student,Atheism,1955-06-28,Low,Permanent Resident,Urban,No
25-34,Claire,Female,Divorced,2,High School,Asian,Mandarin,USA,Retired,Hinduism,1966-01-21,Low,Permanent Resident,Urban,No
<18,Maddox,Non-Binary,Divorced,1,Undergraduate,African American,French,Canada,Retired,Islam,1944-05-07,Low,Work Visa,Urban,No
65+,Jack,Female,Widowed,5+,Doctorate,Hispanic,Other,Canada,Student,Atheism,1955-06-28,Low,Other,Suburban,No
65+,Carter,Female,Widowed,2,Doctorate,Asian,Mandarin,Australia,Professional,Christianity,1954-05-07,High,Other,Urban,Yes
35-44,Hannah,Male,Divorced,3-4,Doctorate,African American,Mandarin,Australia,Retired,Atheism,1956-03-09,Moderate,Work Visa,Urban,No
55-64,Gabriel,Non-Binary,Married,3-4,Doctorate,Caucasian,Spanish,Canada,Self-employed,Atheism,1971-03-24,Low,Citizen,Urban,No
55-64,Wendy,Male,Widowed,3-4,Undergraduate,Hispanic,Spanish,Australia,Self-employed,Islam,1954-01-08,High,Citizen,Suburban,No
35-44,Frank,Male,Widowed,5+,Doctorate,Other,Mandarin,Canada,Self-employed,Buddhism,1952-12-23,High,Permanent Resident,Suburban,Yes
18-24,Kaitlyn,Female,Divorced,1,Undergraduate,Hispanic,Other,India,Student,Islam,1974-09-04,Low,Citizen,Suburban,Yes
35-44,Noah,Male,Married,2,Undergraduate,Other,Spanish,Australia,Student,Other,1959-02-05,Low,Citizen,Suburban,No
45-54,Gavin,Male,Widowed,3-4,High School,Other,English,UK,Retired,Other,1985-09-10,High,Citizen,Suburban,Yes
35-44,Gideon,Male,Married,3-4,Doctorate,African American,English,India,Professional,Buddhism,1957-07-12,Moderate,Permanent Resident,Suburban,No
65+,Kayla,Male,Married,1,Doctorate,Caucasian,English,Australia,Retired,Islam,1991-05-17,Low,Other,Suburban,Yes
65+,Hannah,Female,Single,5+,Postgraduate,Hispanic,Other,Australia,Retired,Christianity,1947-11-18,High,Other,Urban,Yes
45-54,Zack,Male,Divorced,1,High School,African American,Other,USA,Retired,Islam,1953-02-07,High,Work Visa,Suburban,Yes
45-54,Emmett,Non-Binary,Divorced,3-4,High School,African American,Mandarin,UK,Professional,Other,2002-11-03,Moderate,Other,Suburban,Yes
18-24,Wesley,Male,Divorced,1,Postgraduate,Other,Mandarin,Canada,Student,Hinduism,2005-07-07,Moderate,Permanent Resident,Rural,No
18-24,Xander,Non-Binary,Single,2,Postgraduate,Asian,Mandarin,India,Professional,Christianity,2001-10-16,High,Work Visa,Urban,No
45-54,Owen,Male,Divorced,1,Doctorate,Other,Mandarin,Australia,Professional,Hinduism,1979-01-21,Moderate,Permanent Resident,Urban,No
<18,Dakota,Female,Single,3-4,Undergraduate,Hispanic,French,Canada,Professional,Other,1986-05-09,Low,Other,Urban,No
45-54,Cecilia,Female,Widowed,5+,High School,Hispanic,Spanish,Canada,Student,Buddhism,1947-01-31,High,Other,Rural,Yes
55-64,Fiona,Non-Binary,Married,3-4,Doctorate,Asian,English,Canada,Student,Islam,1967-09-21,High,Citizen,Urban,Yes
18-24,Jade,Male,Widowed,3-4,Doctorate,Caucasian,Spanish,USA,Student,Buddhism,1962-07-28,Moderate,Citizen,Urban,Yes
45-54,Yasmin,Non-Binary,Married,2,Doctorate,Other,Mandarin,UK,Professional,Other,1990-04-27,Moderate,Other,Suburban,No
45-54,Isaac,Male,Single,1,Undergraduate,Asian,Spanish,Canada,Retired,Christianity,1972-12-21,Moderate,Permanent Resident,Rural,No
45-54,Walker,Female,Divorced,1,Postgraduate,Other,English,India,Retired,Christianity,1972-03-28,High,Citizen,Rural,Yes
18-24,Brianna,Non-Binary,Married,2,High School,Asian,Mandarin,Canada,Retired,Hinduism,1983-09-24,High,Citizen,Urban,No
<18,Cecilia,Non-Binary,Widowed,1,Undergraduate,Caucasian,Spanish,UK,Student,Buddhism,1968-05-03,Moderate,Citizen,Urban,No
35-44,Zack,Male,Widowed,2,Doctorate,African American,Mandarin,Australia,Professional,Atheism,1943-08-30,Moderate,Other,Urban,Yes
25-34,Owen,Non-Binary,Single,3-4,Doctorate,Asian,English,USA,Professional,Buddhism,1971-10-16,Moderate,Other,Suburban,Yes
45-54,Yvonne,Male,Widowed,5+,Undergraduate,Other,Other,Canada,Self-employed,Buddhism,1951-09-27,Moderate,Other,Rural,Yes
65+,Uma,Male,Married,3-4,Undergraduate,Caucasian,Mandarin,UK,Professional,Christianity,2005-05-21,Low,Citizen,Rural,No
25-34,Gemma,Male,Single,5+,Undergraduate,Asian,English,UK,Retired,Buddhism,1952-11-16,Low,Other,Rural,Yes
65+,Aiden,Female,Single,5+,Doctorate,Asian,Other,Australia,Student,Other,1967-08-12,Moderate,Permanent Resident,Urban,No
65+,Karen,Female,Divorced,2,Doctorate,African American,French,Australia,Student,Buddhism,1951-01-23,High,Work Visa,Rural,Yes
35-44,Daisy,Non-Binary,Divorced,5+,Undergraduate,Caucasian,Mandarin,Australia,Retired,Other,1989-10-31,High,Permanent Resident,Rural,Yes
45-54,Uma,Female,Widowed,5+,Postgraduate,Hispanic,Mandarin,Canada,Professional,Christianity,1955-11-27,Low,Permanent Resident,Suburban,Yes
35-44,Hazel,Female,Divorced,2,High School,Caucasian,English,UK,Professional,Islam,1989-12-15,High,Work Visa,Rural,No
45-54,Karen,Male,Single,5+,High School,Other,Spanish,Australia,Retired,Hinduism,1944-07-27,Moderate,Other,Suburban,No
<18,Carter,Male,Divorced,3-4,Undergraduate,Hispanic,Other,USA,Self-employed,Buddhism,1990-10-23,High,Citizen,Suburban,No
65+,Quinn,Female,Widowed,1,Postgraduate,Other,French,UK,Student,Buddhism,1958-01-09,High,Permanent Resident,Urban,Yes
25-34,Noah,Male,Widowed,1,Doctorate,Hispanic,Other,Australia,Professional,Islam,1976-05-12,High,Permanent Resident,Suburban,Yes
45-54,Ivy,Non-Binary,Widowed,1,Undergraduate,Other,Mandarin,Australia,Professional,Buddhism,1942-08-19,Moderate,Citizen,Urban,Yes
25-34,Felicity,Female,Married,3-4,Doctorate,African American,Mandarin,UK,Student,Other,1969-07-19,Moderate,Citizen,Suburban,No
45-54,Nathan,Non-Binary,Widowed,1,High School,African American,French,UK,Retired,Islam,1963-12-06,Low,Permanent Resident,Rural,Yes
55-64,Yvonne,Male,Divorced,2,Doctorate,Other,Spanish,Australia,Student,Hinduism,1948-12-13,High,Work Visa,Rural,Yes
65+,Dean,Non-Binary,Married,2,Doctorate,Hispanic,French,Canada,Retired,Hinduism,1992-09-28,Moderate,Work Visa,Rural,No
18-24,Maddox,Non-Binary,Divorced,1,Postgraduate,Other,English,UK,Student,Other,1944-04-10,Low,Work Visa,Rural,Yes
18-24,Prarthana,Non-Binary,Divorced,2,Postgraduate,African American,Spanish,USA,Retired,Other,1984-04-04,Moderate,Work Visa,Urban,No
55-64,Gideon,Male,Married,3-4,Undergraduate,Caucasian,Mandarin,USA,Student,Christianity,1974-03-31,High,Work Visa,Suburban,Yes
55-64,Eve,Non-Binary,Widowed,2,Undergraduate,Caucasian,English,Australia,Self-employed,Hinduism,1963-05-07,Moderate,Other,Suburban,Yes
<18,Claire,Male,Single,5+,Undergraduate,African American,Other,UK,Student,Atheism,2005-08-04,Low,Permanent Resident,Rural,No
65+,Zane,Male,Married,1,Undergraduate,Other,Spanish,Canada,Self-employed,Buddhism,1993-10-17,Low,Citizen,Urban,No
55-64,Ursula,Male,Married,5+,Postgraduate,Caucasian,French,India,Student,Buddhism,1961-11-21,Low,Other,Rural,Yes
<18,Connor,Non-Binary,Widowed,3-4,Undergraduate,Hispanic,Spanish,India,Self-employed,Buddhism,1957-12-27,High,Other,Rural,No
55-64,Ximena,Female,Divorced,1,Postgraduate,African American,French,Canada,Retired,Buddhism,1946-07-30,Low,Citizen,Rural,Yes
45-54,Quincy,Male,Divorced,5+,High School,Other,English,UK,Retired,Hinduism,1944-08-19,Moderate,Permanent Resident,Suburban,Yes
65+,Hannah,Male,Married,5+,High School,Hispanic,French,India,Retired,Buddhism,1977-12-04,Low,Citizen,Suburban,Yes
65+,Leah,Male,Divorced,5+,Undergraduate,Other,Other,USA,Student,Islam,1983-10-27,Low,Work Visa,Suburban,Yes
<18,Mia,Male,Single,1,Postgraduate,Asian,Mandarin,Australia,Self-employed,Hinduism,2000-04-23,Moderate,Other,Urban,No
55-64,Tucker,Female,Divorced,5+,Undergraduate,Other,Spanish,UK,Self-employed,Islam,1995-04-22,High,Work Visa,Suburban,No
35-44,Carter,Male,Single,1,Postgraduate,Caucasian,Spanish,Canada,Retired,Islam,1964-01-31,Low,Work Visa,Suburban,No
35-44,Lily,Non-Binary,Divorced,5+,Undergraduate,Asian,Mandarin,Australia,Professional,Atheism,1975-01-09,Moderate,Permanent Resident,Urban,No
25-34,Finn,Female,Divorced,3-4,Doctorate,African American,French,USA,Student,Christianity,1989-12-07,High,Permanent Resident,Suburban,Yes
45-54,Vanessa,Male,Married,3-4,Doctorate,Hispanic,Spanish,UK,Student,Atheism,1943-08-02,Low,Work Visa,Suburban,Yes
45-54,Ulysses,Male,Single,2,Doctorate,Other,Mandarin,Canada,Self-employed,Hinduism,1970-07-22,Moderate,Citizen,Rural,Yes
25-34,Daphne,Non-Binary,Single,1,High School,Caucasian,English,Canada,Self-employed,Other,1950-08-02,Moderate,Permanent Resident,Urban,No
25-34,Brandon,Non-Binary,Divorced,1,Undergraduate,Other,French,Australia,Retired,Hinduism,1941-07-19,High,Permanent Resident,Suburban,Yes
45-54,Ulric,Non-Binary,Divorced,5+,High School,Other,Other,Canada,Retired,Other,1963-09-02,Low,Other,Rural,No
35-44,Isabella,Non-Binary,Widowed,5+,Doctorate,Other,Mandarin,USA,Retired,Hinduism,2001-12-20,Low,Other,Urban,No
18-24,Eve,Non-Binary,Widowed,3-4,Undergraduate,African American,English,UK,Student,Christianity,1962-08-21,Low,Work Visa,Urban,Yes
<18,Riley,Female,Widowed,1,Doctorate,African American,French,India,Retired,Hinduism,1964-12-05,Moderate,Citizen,Rural,No
35-44,Lucas,Female,Single,3-4,Postgraduate,Caucasian,French,UK,Professional,Other,1985-07-04,High,Work Visa,Rural,Yes
35-44,Sadie,Non-Binary,Widowed,3-4,High School,Hispanic,French,India,Professional,Atheism,1946-01-09,Low,Other,Urban,Yes
35-44,Yosef,Male,Widowed,2,High School,African American,Spanish,India,Retired,Hinduism,1946-11-14,High,Other,Suburban,Yes
55-64,Xander,Male,Widowed,1,Postgraduate,Hispanic,French,USA,Student,Other,1944-10-08,Moderate,Permanent Resident,Suburban,Yes
25-34,Riley,Male,Married,3-4,Postgraduate,Other,Other,UK,Professional,Hinduism,1984-07-29,Moderate,Citizen,Urban,No
65+,Karen,Non-Binary,Divorced,1,Doctorate,Caucasian,Other,USA,Student,Islam,1944-03-14,High,Work Visa,Suburban,No
65+,Julia,Male,Divorced,2,Undergraduate,African American,Spanish,UK,Professional,Christianity,1942-05-17,High,Work Visa,Suburban,No
65+,Cecilia,Male,Widowed,2,Doctorate,Caucasian,Spanish,Australia,Self-employed,Islam,1993-08-24,Low,Permanent Resident,Rural,No
55-64,Colton,Female,Widowed,1,Postgraduate,Other,French,UK,Professional,Atheism,1964-07-06,Low,Citizen,Urban,Yes
35-44,Sadie,Male,Divorced,5+,High School,Other,Mandarin,UK,Professional,Islam,1953-01-06,Low,Work Visa,Rural,Yes
18-24,Ivy,Female,Married,1,Doctorate,African American,English,Canada,Self-employed,Other,1997-11-20,Low,Work Visa,Urban,No
45-54,Jade,Female,Divorced,3-4,High School,Caucasian,French,Australia,Retired,Buddhism,1996-07-09,Moderate,Permanent Resident,Urban,Yes
35-44,Ian,Non-Binary,Widowed,3-4,High School,Asian,English,Canada,Professional,Christianity,1999-03-03,Moderate,Citizen,Urban,No
35-44,Thomas,Female,Divorced,2,Postgraduate,Other,English,India,Retired,Islam,1965-04-21,Moderate,Other,Suburban,No
55-64,Yosef,Non-Binary,Married,5+,Undergraduate,African American,Mandarin,USA,Professional,Atheism,1947-02-23,High,Permanent Resident,Suburban,No
35-44,Peter,Male,Married,3-4,Postgraduate,Asian,Spanish,UK,Student,Hinduism,2000-01-19,Moderate,Permanent Resident,Rural,No
45-54,Edward,Female,Married,1,High School,Hispanic,French,Australia,Self-employed,Other,1990-07-26,High,Citizen,Rural,Yes
45-54,Ian,Male,Widowed,3-4,Undergraduate,Other,English,UK,Self-employed,Christianity,1965-01-22,Moderate,Work Visa,Urban,No
18-24,Zara,Non-Binary,Widowed,3-4,Postgraduate,Asian,English,USA,Retired,Buddhism,1952-01-15,Low,Work Visa,Rural,No
25-34,Quentin,Non-Binary,Divorced,3-4,Undergraduate,Asian,English,India,Self-employed,Christianity,2006-10-12,High,Permanent Resident,Suburban,Yes
35-44,Katherine,Male,Single,3-4,Undergraduate,Asian,Other,India,Professional,Hinduism,1960-07-22,Low,Other,Rural,Yes
65+,Xochitl,Female,Single,2,High School,Caucasian,French,Canada,Student,Christianity,2001-06-20,Low,Citizen,Urban,No
<18,Tanner,Male,Divorced,5+,High School,African American,Mandarin,USA,Retired,Hinduism,1947-03-18,High,Work Visa,Rural,Yes
55-64,Owen,Male,Divorced,5+,Postgraduate,Hispanic,Mandarin,USA,Professional,Islam,2003-11-01,Moderate,Permanent Resident,Rural,Yes
35-44,Jamie,Female,Divorced,1,Doctorate,Caucasian,English,Canada,Self-employed,Hinduism,1966-11-15,High,Permanent Resident,Urban,No
45-54,Reed,Male,Single,3-4,Postgraduate,Asian,Mandarin,UK,Retired,Atheism,1997-09-26,Low,Work Visa,Rural,Yes
<18,Delilah,Male,Divorced,5+,Postgraduate,African American,Mandarin,Canada,Professional,Other,1966-02-12,High,Other,Urban,Yes
55-64,Sebastian,Female,Widowed,2,Doctorate,Asian,Mandarin,Canada,Student,Buddhism,1947-04-16,Moderate,Work Visa,Urban,No
35-44,Ruby,Male,Married,1,Doctorate,Caucasian,Spanish,UK,Student,Hinduism,1953-03-09,Low,Work Visa,Rural,No
18-24,Lincoln,Non-Binary,Divorced,2,Undergraduate,Asian,English,USA,Self-employed,Other,1980-07-08,Low,Permanent Resident,Urban,No
55-64,Cecilia,Female,Divorced,1,Undergraduate,Hispanic,French,UK,Student,Christianity,1988-10-30,Low,Work Visa,Rural,Yes
35-44,Carter,Non-Binary,Widowed,2,Doctorate,Hispanic,Spanish,USA,Student,Atheism,1939-08-24,Low,Work Visa,Rural,Yes
25-34,Peyton,Non-Binary,Widowed,5+,Undergraduate,African American,Spanish,India,Professional,Christianity,1999-01-08,Low,Other,Suburban,Yes
35-44,Warren,Male,Divorced,2,Doctorate,Caucasian,Spanish,USA,Self-employed,Buddhism,1969-12-17,Low,Other,Suburban,Yes
45-54,Delilah,Female,Widowed,5+,Doctorate,Caucasian,Other,USA,Student,Hinduism,1941-02-26,Low,Permanent Resident,Rural,Yes
<18,Yvonne,Male,Single,5+,High School,Hispanic,Spanish,India,Professional,Christianity,1973-11-17,High,Other,Suburban,Yes
35-44,Cameron,Male,Single,3-4,Doctorate,Asian,Mandarin,USA,Student,Islam,1962-06-19,Moderate,Permanent Resident,Urban,Yes
18-24,Peyton,Non-Binary,Divorced,1,Doctorate,African American,Mandarin,Australia,Student,Islam,1995-03-24,Moderate,Other,Rural,Yes
<18,Warren,Female,Single,1,Postgraduate,Asian,Spanish,USA,Retired,Buddhism,1948-07-22,Moderate,Other,Rural,Yes
55-64,Michael,Female,Divorced,1,Doctorate,African American,French,UK,Professional,Buddhism,1949-08-07,Low,Other,Urban,Yes
65+,Tina,Male,Married,2,Doctorate,Asian,Spanish,India,Professional,Hinduism,1968-12-14,Low,Work Visa,Suburban,No
65+,Liam,Non-Binary,Married,1,High School,African American,French,Australia,Self-employed,Islam,2005-11-07,Low,Permanent Resident,Urban,Yes
<18,Yasmin,Male,Married,1,Doctorate,Asian,Spanish,Australia,Self-employed,Christianity,1941-08-09,Moderate,Other,Urban,No
35-44,Sophia,Male,Single,5+,High School,Asian,French,UK,Professional,Buddhism,1979-11-28,High,Other,Suburban,No
35-44,Gabriel,Non-Binary,Married,3-4,Postgraduate,Other,Other,UK,Professional,Islam,1967-01-25,Moderate,Citizen,Rural,No
65+,Uma,Male,Married,1,Undergraduate,Other,English,India,Student,Buddhism,1946-04-05,Low,Permanent Resident,Suburban,No
18-24,Kyle,Male,Divorced,1,High School,Hispanic,Mandarin,USA,Student,Other,1942-08-12,High,Citizen,Urban,Yes
18-24,Fiona,Female,Widowed,2,Postgraduate,Other,Spanish,Australia,Self-employed,Other,1943-05-20,High,Work Visa,Rural,Yes
45-54,Rachel,Male,Divorced,1,High School,Caucasian,Spanish,Canada,Self-employed,Atheism,1951-12-30,High,Other,Urban,Yes
<18,Madison,Female,Divorced,2,Undergraduate,Hispanic,Mandarin,UK,Professional,Buddhism,1968-11-18,Moderate,Permanent Resident,Rural,No
25-34,Eleanor,Male,Widowed,2,Postgraduate,Caucasian,Mandarin,USA,Professional,Other,1939-09-22,High,Citizen,Urban,Yes
25-34,Cecilia,Female,Single,2,High School,African American,Other,Canada,Retired,Other,1965-07-31,Low,Permanent Resident,Urban,Yes
65+,Elena,Male,Married,3-4,Doctorate,African American,Other,Canada,Professional,Christianity,1960-09-04,High,Citizen,Urban,Yes
<18,Edward,Male,Widowed,3-4,Undergraduate,Caucasian,Mandarin,Australia,Student,Buddhism,1975-09-08,Moderate,Permanent Resident,Rural,Yes
<18,Katherine,Male,Married,2,Doctorate,Other,Other,Australia,Self-employed,Atheism,2000-02-14,Moderate,Work Visa,Urban,No
25-34,Uriel,Non-Binary,Divorced,2,High School,African American,Other,USA,Self-employed,Other,1973-04-15,Low,Other,Urban,Yes
35-44,Isaac,Non-Binary,Widowed,2,Undergraduate,Caucasian,Spanish,UK,Retired,Christianity,1998-02-21,High,Work Visa,Rural,No
25-34,William,Non-Binary,Divorced,5+,High School,Caucasian,Mandarin,Australia,Self-employed,Other,1981-05-05,High,Permanent Resident,Suburban,Yes
18-24,Claire,Non-Binary,Married,5+,Undergraduate,Other,Other,India,Retired,Islam,1968-05-11,Moderate,Citizen,Urban,No
35-44,Skylar,Female,Widowed,1,Postgraduate,Other,English,USA,Student,Buddhism,1980-08-17,Low,Citizen,Suburban,Yes
35-44,Xenia,Non-Binary,Divorced,2,Undergraduate,Hispanic,English,India,Student,Islam,2005-10-13,High,Other,Suburban,No
45-54,Kevin,Male,Widowed,1,Undergraduate,Asian,Mandarin,India,Professional,Other,1941-01-02,Low,Citizen,Urban,No
55-64,Henry,Non-Binary,Single,1,High School,Caucasian,Mandarin,Australia,Self-employed,Atheism,1946-05-26,High,Work Visa,Suburban,Yes
25-34,Colton,Female,Divorced,5+,Postgraduate,Other,Spanish,Australia,Self-employed,Christianity,1996-05-07,High,Work Visa,Urban,Yes
35-44,Madison,Male,Single,1,Postgraduate,Other,French,Australia,Student,Atheism,1957-11-17,Moderate,Other,Suburban,Yes
25-34,Zeke,Male,Widowed,2,Doctorate,Other,Mandarin,UK,Self-employed,Other,2002-01-23,High,Citizen,Rural,No
18-24,Reed,Non-Binary,Single,5+,Postgraduate,Caucasian,Other,India,Professional,Other,1945-11-18,Moderate,Citizen,Rural,No
65+,Mia,Non-Binary,Widowed,3-4,Doctorate,Other,French,UK,Retired,Other,1940-09-14,Moderate,Other,Suburban,Yes
18-24,Elias,Female,Widowed,1,Postgraduate,African American,Spanish,USA,Student,Christianity,1984-07-11,High,Other,Suburban,No
55-64,Gideon,Female,Single,1,High School,African American,English,India,Student,Atheism,1982-10-21,High,Work Visa,Suburban,No
18-24,Imogen,Female,Divorced,1,Doctorate,African American,English,Canada,Self-employed,Other,1954-07-17,Moderate,Work Visa,Urban,Yes
65+,Delilah,Female,Married,1,Postgraduate,Asian,Other,UK,Self-employed,Christianity,1972-04-22,Moderate,Other,Suburban,No
55-64,Aaron,Female,Single,1,High School,African American,Spanish,India,Retired,Buddhism,1986-09-16,High,Permanent Resident,Rural,Yes
65+,Landon,Female,Divorced,1,High School,Asian,English,UK,Retired,Christianity,1994-09-23,Moderate,Work Visa,Rural,Yes
18-24,Yvonne,Non-Binary,Married,1,Undergraduate,Caucasian,Mandarin,India,Retired,Hinduism,1980-10-02,Moderate,Permanent Resident,Suburban,Yes
45-54,Dakota,Non-Binary,Married,5+,Doctorate,African American,French,Canada,Self-employed,Other,1986-04-10,High,Citizen,Suburban,No
45-54,Landon,Non-Binary,Single,3-4,Doctorate,Caucasian,Other,USA,Student,Buddhism,1977-11-01,High,Work Visa,Suburban,Yes
18-24,Grayson,Female,Married,3-4,Doctorate,Caucasian,Other,India,Professional,Hinduism,1967-07-17,Low,Permanent Resident,Urban,No
45-54,Adam,Non-Binary,Widowed,3-4,Undergraduate,Asian,Mandarin,USA,Self-employed,Atheism,1952-03-24,High,Permanent Resident,Suburban,No
45-54,Rebecca,Male,Single,1,Doctorate,Caucasian,Spanish,UK,Professional,Buddhism,1966-01-11,Moderate,Permanent Resident,Suburban,No
<18,Frank,Male,Divorced,3-4,Postgraduate,Other,Other,UK,Retired,Hinduism,1963-05-25,High,Work Visa,Urban,Yes
65+,Isla,Non-Binary,Single,3-4,Undergraduate,Other,Mandarin,Canada,Self-employed,Christianity,1951-11-09,High,Citizen,Rural,Yes
45-54,Ximena,Non-Binary,Divorced,3-4,High School,Hispanic,English,USA,Self-employed,Other,1957-09-15,Moderate,Other,Urban,Yes
55-64,Harry,Male,Divorced,3-4,Postgraduate,Caucasian,English,Canada,Retired,Hinduism,1983-06-05,High,Work Visa,Suburban,Yes
<18,Ruby,Male,Divorced,1,Doctorate,Other,English,Australia,Student,Islam,2000-04-26,Moderate,Citizen,Urban,Yes
65+,Jade,Male,Widowed,1,Undergraduate,Asian,French,India,Self-employed,Buddhism,1992-06-05,Low,Citizen,Urban,Yes
55-64,Yvette,Female,Single,5+,Postgraduate,African American,Mandarin,Canada,Professional,Other,1969-11-14,Low,Citizen,Rural,Yes
<18,Jade,Non-Binary,Widowed,5+,Postgraduate,Caucasian,French,USA,Retired,Other,2004-06-30,Moderate,Citizen,Rural,No
55-64,Blake,Female,Widowed,5+,Doctorate,African American,Mandarin,India,Student,Other,2006-11-28,Low,Permanent Resident,Urban,Yes
25-34,Peter,Non-Binary,Divorced,2,Undergraduate,African American,Spanish,India,Student,Hinduism,1991-06-08,Moderate,Citizen,Suburban,No
25-34,Aaron,Non-Binary,Single,5+,High School,Asian,Mandarin,UK,Professional,Other,1995-02-23,Low,Permanent Resident,Rural,No
35-44,Quincy,Non-Binary,Divorced,2,High School,Asian,English,USA,Retired,Islam,1987-09-24,High,Permanent Resident,Rural,Yes
35-44,Alice,Non-Binary,Divorced,2,Undergraduate,Hispanic,Other,India,Professional,Buddhism,1974-06-16,Low,Permanent Resident,Rural,Yes
35-44,Tina,Female,Widowed,5+,High School,Asian,French,USA,Student,Hinduism,1968-07-30,Low,Work Visa,Suburban,No
18-24,Wesley,Non-Binary,Divorced,3-4,High School,Asian,French,Australia,Professional,Christianity,1969-06-14,Low,Citizen,Suburban,No
55-64,Lucas,Non-Binary,Married,1,Doctorate,African American,French,UK,Professional,Hinduism,1956-10-06,Moderate,Work Visa,Rural,No
35-44,Ulysses,Male,Single,5+,High School,Asian,Spanish,Canada,Self-employed,Islam,1984-09-24,Low,Other,Urban,No
65+,Connor,Female,Married,1,Doctorate,Asian,Spanish,UK,Self-employed,Other,1952-12-13,High,Other,Suburban,Yes
55-64,Carter,Non-Binary,Single,1,High School,African American,Other,Canada,Self-employed,Buddhism,1995-02-03,Moderate,Permanent Resident,Rural,Yes
65+,Sienna,Female,Divorced,3-4,Doctorate,Hispanic,French,Australia,Professional,Christianity,2004-01-01,High,Other,Rural,No
<18,Gemma,Non-Binary,Widowed,3-4,High School,Asian,Mandarin,Canada,Retired,Other,1967-06-07,Moderate,Other,Rural,No
45-54,Iris,Female,Divorced,5+,Postgraduate,Hispanic,Other,UK,Professional,Other,1987-01-18,High,Citizen,Urban,No
65+,Violet,Female,Widowed,1,Postgraduate,Asian,French,Canada,Professional,Buddhism,2005-03-19,High,Other,Rural,Yes
35-44,Daisy,Male,Married,1,Postgraduate,Asian,Mandarin,India,Student,Christianity,1947-10-27,Low,Citizen,Rural,No
<18,Victor,Non-Binary,Single,5+,Doctorate,Caucasian,Spanish,Canada,Professional,Atheism,1972-11-10,Low,Permanent Resident,Urban,No
18-24,Olivia,Female,Divorced,5+,Doctorate,Hispanic,English,Canada,Professional,Buddhism,1952-10-12,High,Other,Rural,Yes
25-34,Julia,Male,Widowed,2,Postgraduate,Other,French,India,Student,Other,1970-09-29,Moderate,Other,Suburban,No
65+,Asher,Male,Divorced,2,Postgraduate,Other,French,India,Retired,Other,2006-10-04,Moderate,Citizen,Suburban,Yes
<18,Jasper,Female,Married,5+,Doctorate,Asian,Other,Australia,Retired,Atheism,1946-12-22,Moderate,Other,Suburban,No
35-44,Jack,Male,Widowed,5+,Doctorate,African American,English,Australia,Retired,Christianity,1980-01-24,High,Citizen,Urban,Yes
<18,Asher,Female,Married,1,Undergraduate,Caucasian,English,UK,Student,Other,1942-11-13,Low,Work Visa,Suburban,Yes
65+,Harley,Male,Widowed,3-4,Postgraduate,Other,Mandarin,USA,Professional,Other,1970-07-05,High,Citizen,Rural,No
18-24,Olive,Non-Binary,Married,2,Doctorate,Asian,Other,India,Self-employed,Atheism,1999-11-16,High,Work Visa,Urban,No
45-54,Tina,Male,Widowed,3-4,High School,Caucasian,French,India,Retired,Islam,1958-09-13,Moderate,Other,Rural,No
65+,Tucker,Male,Single,3-4,Undergraduate,Asian,Other,Canada,Retired,Atheism,2004-08-02,Moderate,Other,Rural,No
55-64,Logan,Male,Widowed,2,Undergraduate,Other,Mandarin,USA,Student,Atheism,1950-06-23,High,Citizen,Urban,No
