age_range,name,gender,marital_status,household_size,education_level,ethnicity,language_preferences,nationality,occupation,religion,date_of_birth,geographic_mobility,citizenship_status,birthplace,military_service
65+,Tina,Female,Single,3-4,High School,Other,Mandarin,Australia,Self-employed,Atheism,1959-04-19,Low,Work Visa,Urban,No
25-34,Owen,Non-Binary,Divorced,1,Postgraduate,African American,English,Australia,Professional,Atheism,1978-06-01,Low,Other,Suburban,No
55-64,Felicity,Male,Divorced,5+,Undergraduate,African American,Spanish,Canada,Student,Atheism,2002-09-11,Moderate,Permanent Resident,Urban,Yes
45-54,Mia,Female,Divorced,5+,Postgraduate,African American,English,UK,Self-employed,Other,1972-10-24,Moderate,Permanent Resident,Suburban,Yes
45-54,Claire,Non-Binary,Married,3-4,Undergraduate,Hispanic,French,USA,Retired,Other,1978-08-02,High,Citizen,Rural,No
<18,Miles,Male,Married,5+,Postgraduate,Asian,French,USA,Self-employed,Islam,1994-06-05,High,Other,Urban,No
<18,Claire,Female,Married,3-4,Postgraduate,Asian,French,USA,Student,Atheism,1991-03-10,High,Work Visa,Urban,Yes
35-44,Samuel,Female,Married,5+,Undergraduate,Other,Other,India,Self-employed,Atheism,1943-05-16,Low,Work Visa,Rural,Yes
25-34,Noah,Female,Divorced,5+,Doctorate,Hispanic,Spanish,India,Professional,Other,2005-08-29,High,Work Visa,Urban,No
<18,Yvette,Non-Binary,Married,2,High School,Caucasian,English,USA,Professional,Atheism,1944-06-04,Low,Work Visa,Suburban,Yes
55-64,Leah,Female,Divorced,1,Undergraduate,Caucasian,English,India,Student,Christianity,1941-10-04,Low,Permanent Resident,Suburban,Yes
65+,Zion,Male,Single,3-4,Postgraduate,African American,French,India,Student,Buddhism,1952-10-15,Low,Citizen,Suburban,No
25-34,Amelia,Non-Binary,Divorced,2,Postgraduate,Other,English,USA,Retired,Islam,2004-07-12,High,Permanent Resident,Suburban,Yes
35-44,Victor,Female,Married,3-4,Postgraduate,Hispanic,Spanish,Canada,Student,Hinduism,2006-04-10,Low,Permanent Resident,Urban,Yes
45-54,Taylor,Female,Divorced,2,Undergraduate,Hispanic,English,USA,Retired,Islam,1942-08-26,High,Permanent Resident,Urban,No
55-64,Victor,Non-Binary,Married,5+,High School,Asian,Spanish,Australia,Professional,Other,1944-06-29,Moderate,Citizen,Rural,No
18-24,Adam,Female,Married,2,High School,Asian,Spanish,USA,Student,Islam,1984-06-29,High,Citizen,Urban,Yes
25-34,William,Non-Binary,Single,3-4,Doctorate,Other,Spanish,USA,Student,Islam,1945-12-08,Moderate,Other,Suburban,Yes
18-24,Peter,Female,Married,3-4,Doctorate,African American,English,UK,Professional,Atheism,1955-03-12,High,Other,Urban,No
35-44,Dean,Male,Married,5+,Undergraduate,African American,English,Canada,Student,Hinduism,1966-05-30,High,Other,Rural,No
<18,Gabriel,Non-Binary,Divorced,3-4,Undergraduate,Hispanic,English,Australia,Self-employed,Islam,1988-11-26,High,Permanent Resident,Urban,Yes
35-44,Brooke,Non-Binary,Single,3-4,Undergraduate,African American,Other,USA,Self-employed,Other,1992-04-21,High,Work Visa,Urban,Yes
55-64,Asher,Non-Binary,Divorced,2,High School,Hispanic,English,USA,Professional,Christianity,1959-05-03,Low,Work Visa,Urban,Yes
25-34,Tucker,Female,Single,2,Undergraduate,Other,Mandarin,UK,Student,Atheism,1992-01-20,Low,Other,Suburban,Yes
35-44,Daphne,Female,Married,5+,Postgraduate,Other,Other,India,Self-employed,Atheism,1956-11-25,Low,Permanent Resident,Urban,Yes
18-24,Isabella,Male,Married,2,High School,Caucasian,Spanish,Australia,Self-employed,Hinduism,1985-11-15,High,Citizen,Urban,No
45-54,Henry,Non-Binary,Married,2,Undergraduate,Hispanic,English,UK,Retired,Islam,1993-06-20,High,Work Visa,Urban,Yes
<18,Ximena,Female,Divorced,3-4,High School,Hispanic,Spanish,India,Retired,Christianity,2005-12-05,Low,Permanent Resident,Urban,No
35-44,Adam,Non-Binary,Married,2,High School,Caucasian,French,Canada,Retired,Hinduism,2004-04-23,Low,Permanent Resident,Urban,No
45-54,Ivan,Non-Binary,Divorced,1,Postgraduate,Other,English,USA,Self-employed,Hinduism,1997-04-12,Low,Other,Suburban,No
65+,Nina,Female,Divorced,2,Undergraduate,African American,Other,Australia,Professional,Hinduism,1948-09-20,Low,Citizen,Suburban,Yes
18-24,Yvette,Female,Divorced,3-4,Postgraduate,Asian,Mandarin,Australia,Retired,Other,1997-03-20,Low,Other,Suburban,Yes
65+,Julia,Female,Single,1,High School,African American,Mandarin,Australia,Student,Buddhism,1959-04-30,High,Citizen,Suburban,No
65+,Samuel,Non-Binary,Divorced,1,Undergraduate,Hispanic,French,Australia,Professional,Christianity,1983-09-11,High,Work Visa,Rural,No
18-24,Zane,Non-Binary,Married,3-4,Doctorate,African American,Other,India,Retired,Other,1950-09-11,Low,Work Visa,Urban,Yes
<18,Isabella,Non-Binary,Divorced,2,High School,Other,Mandarin,India,Self-employed,Christianity,1992-01-30,Moderate,Work Visa,Suburban,No
35-44,Mila,Male,Married,2,High School,African American,Mandarin,USA,Self-employed,Islam,2002-05-24,Moderate,Permanent Resident,Urban,No
18-24,Liam,Non-Binary,Married,1,Undergraduate,Other,Spanish,UK,Self-employed,Other,1968-08-03,Moderate,Permanent Resident,Urban,No
35-44,Nicholas,Female,Single,3-4,Postgraduate,Hispanic,Mandarin,India,Professional,Hinduism,1981-07-30,Low,Citizen,Rural,No
65+,Tucker,Non-Binary,Married,3-4,Undergraduate,Other,English,UK,Self-employed,Atheism,1945-04-01,Low,Permanent Resident,Urban,Yes
45-54,Zara,Female,Married,2,Undergraduate,Hispanic,English,UK,Self-employed,Atheism,1991-11-16,Moderate,Work Visa,Rural,Yes
35-44,Rebecca,Female,Married,3-4,Postgraduate,Asian,English,USA,Professional,Atheism,1940-06-14,Moderate,Work Visa,Rural,Yes
65+,Julian,Male,Married,5+,Doctorate,Hispanic,Mandarin,UK,Retired,Christianity,1995-10-05,Low,Other,Rural,No
<18,Yasmin,Female,Married,3-4,Postgraduate,Asian,Spanish,India,Retired,Atheism,1971-08-14,Moderate,Work Visa,Urban,Yes
45-54,Gideon,Female,Married,1,High School,Caucasian,Spanish,Australia,Professional,Hinduism,1962-11-15,Low,Citizen,Urban,No
18-24,Theodore,Female,Single,3-4,High School,Caucasian,Spanish,India,Self-employed,Christianity,1995-02-18,Moderate,Other,Rural,Yes
25-34,Bella,Male,Divorced,2,High School,African American,Spanish,UK,Student,Atheism,1983-09-22,High,Permanent Resident,Rural,No
35-44,Maddox,Female,Single,3-4,Undergraduate,Hispanic,Mandarin,UK,Professional,Buddhism,1983-01-02,High,Work Visa,Rural,No
35-44,Zeke,Female,Single,5+,High School,Caucasian,Mandarin,Australia,Professional,Hinduism,1957-01-07,Moderate,Citizen,Urban,No
<18,Zeke,Non-Binary,Married,5+,Doctorate,Hispanic,English,India,Professional,Other,1943-11-21,High,Work Visa,Urban,Yes
55-64,Xavier,Female,Divorced,1,Postgraduate,Other,Mandarin,UK,Self-employed,Islam,1998-02-08,High,Citizen,Rural,No
18-24,Quinn,Female,Married,3-4,Doctorate,Caucasian,Spanish,USA,Professional,Christianity,1974-02-21,Moderate,Permanent Resident,Suburban,No
45-54,Jamie,Female,Divorced,2,High School,Other,English,USA,Self-employed,Other,1985-06-07,High,Work Visa,Rural,No
55-64,Xander,Male,Divorced,5+,Postgraduate,Other,French,Australia,Professional,Christianity,1941-09-21,Low,Work Visa,Suburban,No
65+,Xenia,Non-Binary,Single,1,Undergraduate,Caucasian,Mandarin,Canada,Retired,Hinduism,1970-03-18,High,Work Visa,Urban,No
25-34,Bella,Non-Binary,Single,5+,High School,Other,French,India,Professional,Islam,1979-08-04,Moderate,Citizen,Urban,Yes
65+,Cameron,Non-Binary,Divorced,2,Undergraduate,Caucasian,Spanish,India,Student,Other,1997-08-24,High,Citizen,Rural,No
55-64,Daisy,Female,Single,2,Undergraduate,African American,Spanish,UK,Professional,Other,1960-07-04,High,Permanent Resident,Urban,Yes
45-54,Victoria,Non-Binary,Married,1,Undergraduate,Asian,Spanish,India,Student,Other,1962-03-09,Moderate,Citizen,Urban,No
18-24,Charlie,Non-Binary,Divorced,2,Postgraduate,Hispanic,English,USA,Student,Hinduism,1946-11-07,Low,Other,Suburban,No
45-54,Zara,Female,Single,2,High School,Other,French,UK,Professional,Christianity,1970-02-05,High,Other,Suburban,Yes
25-34,Ursula,Non-Binary,Married,5+,Postgraduate,Hispanic,English,Canada,Retired,Other,1999-10-25,High,Other,Urban,Yes
25-34,Adam,Non-Binary,Divorced,5+,Doctorate,Hispanic,Spanish,USA,Student,Christianity,1973-05-01,Low,Other,Rural,No
18-24,Delilah,Non-Binary,Married,5+,Undergraduate,Other,Other,Australia,Student,Buddhism,1944-07-19,High,Other,Suburban,No
45-54,Finn,Female,Divorced,2,High School,Asian,Other,Canada,Retired,Islam,1941-01-25,Moderate,Permanent Resident,Suburban,Yes
35-44,Ulric,Female,Married,1,Undergraduate,Hispanic,Mandarin,USA,Self-employed,Other,1975-07-13,Moderate,Permanent Resident,Rural,Yes
<18,Quinn,Male,Married,2,Undergraduate,Other,Other,Australia,Retired,Other,1969-06-13,Low,Other,Suburban,Yes
35-44,Laura,Male,Married,2,High School,Other,English,Canada,Professional,Atheism,1981-04-24,Moderate,Other,Urban,No
25-34,Gideon,Male,Married,5+,Doctorate,Other,Other,Australia,Student,Islam,1975-08-07,Moderate,Citizen,Suburban,No
25-34,Isabella,Female,Single,2,Postgraduate,Caucasian,Spanish,Australia,Student,Hinduism,1959-10-20,High,Citizen,Urban,No
25-34,Aaron,Non-Binary,Single,5+,Postgraduate,Hispanic,Spanish,USA,Professional,Islam,1965-02-20,High,Other,Suburban,Yes
55-64,Quentin,Male,Single,5+,Undergraduate,African American,Spanish,USA,Self-employed,Other,1958-04-16,Low,Citizen,Rural,No
45-54,Yvonne,Non-Binary,Divorced,1,Undergraduate,Hispanic,English,India,Student,Islam,2001-04-14,Moderate,Work Visa,Urban,Yes
45-54,Zack,Male,Divorced,2,High School,Asian,Spanish,Canada,Professional,Buddhism,1982-09-03,High,Permanent Resident,Suburban,No
35-44,George,Non-Binary,Divorced,3-4,Doctorate,African American,English,Australia,Professional,Islam,1975-07-05,Moderate,Work Visa,Urban,No
45-54,Gemma,Non-Binary,Single,5+,Undergraduate,Other,Spanish,Australia,Self-employed,Islam,1985-10-20,High,Other,Rural,Yes
55-64,Michael,Non-Binary,Single,1,Undergraduate,Hispanic,Other,USA,Professional,Hinduism,1940-08-21,Low,Other,Rural,Yes
45-54,Sienna,Non-Binary,Divorced,5+,Postgraduate,Other,French,Canada,Self-employed,Hinduism,1973-01-17,High,Citizen,Suburban,Yes
55-64,Warren,Non-Binary,Married,3-4,High School,Other,Spanish,Australia,Self-employed,Christianity,1941-05-15,Moderate,Citizen,Rural,No
18-24,Kyle,Non-Binary,Divorced,5+,Undergraduate,Caucasian,English,India,Self-employed,Christianity,1989-09-15,Low,Other,Rural,No
45-54,Xochitl,Female,Married,2,Doctorate,Caucasian,Spanish,USA,Professional,Islam,2004-07-22,Low,Work Visa,Rural,Yes
25-34,Rachel,Non-Binary,Married,1,Postgraduate,Asian,French,UK,Student,Buddhism,1952-01-09,High,Permanent Resident,Rural,No
18-24,Ivy,Male,Divorced,2,Undergraduate,Asian,Spanish,Canada,Professional,Christianity,1983-05-15,Low,Work Visa,Rural,Yes
<18,Tanner,Female,Divorced,2,High School,Hispanic,French,UK,Self-employed,Hinduism,1974-02-07,High,Work Visa,Rural,Yes
65+,Amelia,Female,Married,3-4,Undergraduate,African American,French,India,Student,Christianity,1960-01-04,Moderate,Permanent Resident,Urban,No
45-54,Dakota,Female,Single,2,Doctorate,Other,French,Australia,Self-employed,Hinduism,1964-02-05,Low,Citizen,Suburban,No
18-24,Edward,Male,Divorced,2,Undergraduate,Asian,French,Canada,Student,Hinduism,1968-08-19,Low,Other,Rural,Yes
25-34,Nicholas,Male,Married,2,Doctorate,Hispanic,English,Australia,Retired,Atheism,1971-03-03,Moderate,Citizen,Rural,Yes
65+,Sebastian,Female,Married,3-4,Undergraduate,African American,French,India,Student,Atheism,1963-08-17,High,Citizen,Rural,Yes
25-34,Derek,Male,Married,5+,High School,Other,Mandarin,UK,Student,Atheism,2003-07-16,Low,Work Visa,Urban,No
18-24,Sadie,Male,Married,1,Doctorate,Asian,Other,Australia,Self-employed,Hinduism,1939-08-21,Low,Other,Rural,No
55-64,Taylor,Female,Married,1,Postgraduate,African American,Mandarin,India,Retired,Buddhism,1983-01-21,High,Other,Urban,Yes
18-24,Ulysses,Non-Binary,Married,2,Undergraduate,Hispanic,English,India,Professional,Atheism,1974-12-16,High,Citizen,Rural,Yes
35-44,Jacob,Non-Binary,Divorced,2,High School,Hispanic,Mandarin,UK,Professional,Christianity,1955-07-14,Moderate,Citizen,Suburban,No
<18,Xavier,Non-Binary,Single,2,Postgraduate,Other,Spanish,USA,Retired,Hinduism,1952-04-14,Low,Work Visa,Rural,No
35-44,Isaac,Non-Binary,Divorced,1,Postgraduate,Hispanic,Other,Canada,Retired,Other,1996-01-31,High,Work Visa,Rural,No
45-54,Riley,Non-Binary,Divorced,1,Doctorate,Asian,Other,UK,Self-employed,Other,1994-05-13,High,Work Visa,Suburban,Yes
18-24,Miles,Non-Binary,Single,3-4,Postgraduate,Hispanic,Spanish,India,Student,Hinduism,1996-04-23,High,Work Visa,Urban,No
55-64,Ximena,Male,Married,3-4,Doctorate,Hispanic,Mandarin,USA,Student,Hinduism,1964-03-17,Low,Work Visa,Urban,Yes
55-64,Mia,Male,Divorced,5+,Doctorate,Other,Spanish,USA,Professional,Other,1960-09-25,Low,Citizen,Rural,Yes
65+,Julia,Female,Single,3-4,High School,Other,Mandarin,Canada,Professional,Hinduism,1992-04-29,Low,Citizen,Rural,Yes
18-24,Henry,Female,Divorced,1,High School,Asian,French,India,Student,Christianity,1960-11-07,Low,Work Visa,Suburban,No
25-34,Bella,Male,Divorced,3-4,Postgraduate,African American,English,USA,Self-employed,Buddhism,1965-05-12,Low,Citizen,Suburban,No
<18,Xena,Male,Single,2,High School,Asian,French,India,Self-employed,Hinduism,1988-06-02,Moderate,Work Visa,Suburban,No
45-54,Peyton,Non-Binary,Divorced,2,Postgraduate,Asian,Other,UK,Retired,Buddhism,1963-02-11,Moderate,Other,Rural,No
25-34,Sebastian,Male,Single,3-4,Undergraduate,African American,English,USA,Professional,Buddhism,1962-08-20,Low,Citizen,Suburban,Yes
35-44,Wesley,Male,Married,2,Postgraduate,Hispanic,Spanish,Australia,Self-employed,Buddhism,1941-05-29,Moderate,Work Visa,Urban,No
<18,Aaron,Non-Binary,Divorced,5+,Doctorate,Asian,French,Australia,Self-employed,Other,1964-07-09,Low,Permanent Resident,Rural,No
25-34,Zeke,Male,Single,2,Postgraduate,Asian,Mandarin,UK,Self-employed,Other,2001-05-18,High,Work Visa,Rural,No
55-64,Skylar,Male,Divorced,2,Postgraduate,Hispanic,Mandarin,UK,Self-employed,Atheism,1965-07-04,High,Permanent Resident,Suburban,No
18-24,Yosef,Non-Binary,Single,3-4,High School,Asian,Other,USA,Self-employed,Other,2003-06-14,Low,Permanent Resident,Rural,Yes
55-64,Harry,Non-Binary,Single,1,High School,Caucasian,French,USA,Retired,Atheism,1943-04-23,High,Citizen,Suburban,No
45-54,Peyton,Non-Binary,Single,5+,Doctorate,Caucasian,Spanish,UK,Professional,Buddhism,1996-03-10,Low,Other,Rural,Yes
25-34,Daisy,Male,Married,1,Undergraduate,African American,Mandarin,India,Retired,Buddhism,2001-01-08,High,Work Visa,Suburban,Yes
65+,Harry,Male,Single,2,Postgraduate,Hispanic,English,India,Retired,Islam,1970-05-11,Low,Work Visa,Rural,No
55-64,Jade,Male,Married,1,High School,Caucasian,Other,Canada,Student,Christianity,1964-03-17,Low,Citizen,Urban,Yes
<18,Gemma,Female,Married,5+,Undergraduate,Hispanic,Spanish,Canada,Student,Buddhism,1943-12-10,Moderate,Citizen,Urban,No
65+,Aiden,Female,Single,3-4,High School,Hispanic,Other,Canada,Self-employed,Islam,1962-05-21,Low,Citizen,Rural,No
65+,Ethan,Non-Binary,Single,3-4,Postgraduate,Hispanic,Mandarin,USA,Retired,Hinduism,1940-10-03,Moderate,Other,Suburban,Yes
65+,Lincoln,Male,Married,2,High School,Hispanic,English,Canada,Self-employed,Other,1987-03-17,Moderate,Citizen,Suburban,Yes
55-64,Michael,Non-Binary,Single,3-4,Doctorate,Caucasian,English,Australia,Retired,Other,2003-10-07,Moderate,Other,Urban,Yes
65+,Aiden,Female,Divorced,1,High School,Caucasian,Mandarin,Australia,Retired,Atheism,1991-06-11,High,Permanent Resident,Urban,Yes
45-54,Warren,Female,Divorced,3-4,High School,African American,French,Canada,Retired,Hinduism,2001-12-07,High,Other,Suburban,No
18-24,Isla,Non-Binary,Single,3-4,Doctorate,Other,English,UK,Self-employed,Islam,1985-08-18,Moderate,Permanent Resident,Suburban,Yes
45-54,Harriet,Non-Binary,Divorced,5+,Undergraduate,Caucasian,Spanish,UK,Student,Other,1968-05-09,Moderate,Work Visa,Suburban,No
55-64,Maddox,Male,Married,3-4,Doctorate,African American,French,UK,Student,Buddhism,2002-12-17,Moderate,Permanent Resident,Rural,Yes
45-54,Elias,Non-Binary,Single,3-4,High School,Other,Spanish,Canada,Retired,Atheism,1952-04-21,Moderate,Other,Suburban,Yes
25-34,Quincy,Male,Divorced,5+,Undergraduate,Caucasian,French,USA,Student,Christianity,1948-08-30,Moderate,Citizen,Rural,No
45-54,Brianna,Non-Binary,Married,2,High School,Asian,French,USA,Self-employed,Islam,1980-11-30,High,Permanent Resident,Suburban,No
65+,Yvonne,Non-Binary,Married,5+,High School,Hispanic,Other,Canada,Professional,Buddhism,1985-02-04,High,Permanent Resident,Rural,No
25-34,Piper,Female,Divorced,1,Doctorate,Hispanic,French,Australia,Professional,Islam,1984-09-24,Low,Work Visa,Rural,Yes
65+,Ruby,Non-Binary,Single,3-4,Doctorate,Asian,Mandarin,India,Self-employed,Islam,1971-10-22,Moderate,Permanent Resident,Rural,Yes
45-54,Kennedy,Non-Binary,Divorced,3-4,High School,African American,Mandarin,Australia,Retired,Atheism,2002-11-12,High,Other,Rural,Yes
18-24,Brandon,Non-Binary,Divorced,5+,Undergraduate,African American,English,India,Self-employed,Hinduism,1989-05-13,High,Work Visa,Rural,Yes
25-34,Henry,Female,Single,1,Postgraduate,African American,Other,India,Student,Other,1975-01-27,Low,Other,Rural,No
55-64,Paisley,Non-Binary,Divorced,1,Postgraduate,Asian,English,Australia,Professional,Christianity,1965-12-02,Low,Citizen,Rural,No
25-34,Dean,Female,Single,1,Doctorate,African American,Spanish,India,Retired,Islam,1981-07-26,High,Work Visa,Urban,No
25-34,Riley,Female,Single,5+,Undergraduate,Asian,Spanish,Canada,Self-employed,Islam,2004-06-21,Low,Permanent Resident,Urban,Yes
45-54,Wendy,Female,Divorced,3-4,Postgraduate,Asian,French,UK,Retired,Other,1966-11-07,High,Work Visa,Suburban,No
55-64,Yvette,Male,Single,3-4,Undergraduate,Caucasian,Other,USA,Self-employed,Atheism,2005-04-23,High,Permanent Resident,Rural,Yes
45-54,Edward,Male,Single,5+,High School,African American,English,USA,Student,Hinduism,2003-01-05,High,Work Visa,Suburban,No
35-44,Adam,Non-Binary,Divorced,2,Postgraduate,Asian,Spanish,India,Retired,Atheism,1943-01-02,Moderate,Citizen,Urban,No
45-54,Riley,Male,Divorced,1,Doctorate,Hispanic,English,Canada,Student,Hinduism,1952-02-25,Low,Citizen,Urban,No
45-54,Grace,Male,Single,3-4,High School,Asian,English,India,Student,Other,2002-09-10,Low,Permanent Resident,Rural,No
45-54,Lucas,Male,Divorced,2,High School,Asian,French,India,Student,Islam,1942-12-17,High,Citizen,Suburban,Yes
35-44,Victor,Male,Divorced,1,Doctorate,Caucasian,French,Australia,Student,Other,1981-10-26,Moderate,Citizen,Rural,Yes
55-64,Taylor,Female,Married,3-4,Doctorate,Hispanic,Other,UK,Retired,Atheism,1992-02-11,High,Permanent Resident,Rural,No
<18,Reed,Female,Single,3-4,Postgraduate,Asian,Mandarin,Canada,Self-employed,Atheism,2005-06-18,Moderate,Permanent Resident,Suburban,Yes
35-44,Sienna,Female,Divorced,5+,Undergraduate,Caucasian,Spanish,Canada,Retired,Buddhism,1964-10-29,Moderate,Work Visa,Suburban,Yes
65+,Kyle,Non-Binary,Married,5+,Postgraduate,Hispanic,Spanish,USA,Student,Buddhism,1950-02-22,High,Permanent Resident,Urban,No
<18,George,Non-Binary,Divorced,5+,High School,Caucasian,Spanish,India,Professional,Atheism,1985-12-25,Moderate,Permanent Resident,Urban,Yes
55-64,Zara,Male,Divorced,5+,Postgraduate,African American,Other,Canada,Professional,Buddhism,1983-09-23,High,Citizen,Rural,No
65+,Victor,Female,Single,1,High School,Hispanic,Mandarin,UK,Retired,Christianity,2005-08-13,High,Citizen,Rural,No
55-64,Uma,Non-Binary,Single,5+,High School,Asian,Mandarin,Australia,Professional,Hinduism,2005-10-19,Low,Citizen,Rural,Yes
18-24,Edward,Female,Married,3-4,Postgraduate,Asian,Other,USA,Retired,Christianity,1940-06-11,Low,Citizen,Urban,No
45-54,Wesley,Male,Married,2,High School,Other,Spanish,Australia,Professional,Other,1973-06-06,High,Permanent Resident,Rural,No
<18,Bob,Non-Binary,Married,3-4,Doctorate,Other,English,Australia,Self-employed,Hinduism,1951-04-23,Low,Permanent Resident,Rural,Yes
25-34,Jordan,Female,Single,3-4,Doctorate,Hispanic,Mandarin,USA,Retired,Other,1972-01-16,High,Work Visa,Urban,Yes
55-64,Tina,Non-Binary,Married,1,Postgraduate,African American,Mandarin,UK,Student,Atheism,1968-12-19,High,Other,Suburban,No
45-54,Dean,Female,Divorced,1,Doctorate,Hispanic,Other,UK,Self-employed,Atheism,1951-10-07,Moderate,Citizen,Urban,No
25-34,Leah,Male,Divorced,1,Doctorate,African American,French,Australia,Self-employed,Christianity,1996-08-18,High,Other,Suburban,No
25-34,Xenia,Male,Married,5+,High School,Hispanic,Other,UK,Professional,Other,1993-07-20,High,Permanent Resident,Rural,Yes
35-44,Zane,Male,Divorced,3-4,High School,Hispanic,French,Canada,Student,Buddhism,1986-02-20,Low,Work Visa,Urban,No
35-44,Asher,Male,Divorced,5+,Doctorate,African American,Other,Australia,Professional,Hinduism,2002-09-18,Moderate,Permanent Resident,Suburban,No
55-64,Thomas,Male,Single,5+,High School,Other,Mandarin,India,Retired,Other,2006-09-29,Moderate,Work Visa,Suburban,No
25-34,Elias,Non-Binary,Married,2,Undergraduate,Other,French,USA,Professional,Atheism,1962-11-04,High,Work Visa,Suburban,Yes
35-44,Lily,Male,Married,2,Postgraduate,African American,Spanish,USA,Professional,Hinduism,1984-12-27,High,Permanent Resident,Suburban,No
25-34,Uriel,Female,Divorced,5+,High School,Caucasian,French,Canada,Self-employed,Christianity,2000-10-04,Moderate,Work Visa,Suburban,Yes
25-34,Uma,Male,Single,5+,Postgraduate,Caucasian,French,Canada,Student,Hinduism,1993-10-21,Moderate,Citizen,Suburban,Yes
65+,Yvonne,Non-Binary,Single,1,Doctorate,Caucasian,Mandarin,Australia,Student,Christianity,1973-07-16,Moderate,Other,Suburban,No
25-34,Charlotte,Non-Binary,Single,3-4,Postgraduate,Hispanic,Spanish,Canada,Professional,Hinduism,1983-07-01,High,Work Visa,Suburban,No
65+,Ava,Non-Binary,Single,3-4,Undergraduate,Asian,English,USA,Professional,Hinduism,1971-03-08,High,Permanent Resident,Rural,No
65+,Ulysses,Male,Divorced,2,Undergraduate,Hispanic,Spanish,UK,Professional,Christianity,1963-07-15,High,Work Visa,Rural,Yes
<18,Brandon,Non-Binary,Single,5+,Undergraduate,Asian,Other,USA,Student,Islam,1962-08-28,Moderate,Permanent Resident,Rural,No
45-54,Samuel,Female,Single,3-4,High School,Asian,French,Canada,Professional,Islam,1973-08-02,High,Citizen,Urban,No
25-34,Kayla,Female,Single,2,High School,Hispanic,Spanish,USA,Retired,Other,1991-01-14,Low,Citizen,Suburban,Yes
35-44,Samuel,Non-Binary,Married,3-4,Doctorate,African American,Mandarin,UK,Student,Christianity,1969-10-30,High,Other,Rural,No
45-54,Quinn,Male,Married,3-4,Undergraduate,Other,Mandarin,Canada,Retired,Islam,1981-11-22,High,Work Visa,Urban,Yes
<18,Sienna,Non-Binary,Single,2,Postgraduate,Hispanic,Mandarin,Canada,Professional,Christianity,1940-02-16,High,Work Visa,Rural,Yes
55-64,Finn,Non-Binary,Divorced,2,Undergraduate,Caucasian,English,UK,Professional,Hinduism,1940-10-15,Low,Other,Rural,No
<18,Xenia,Female,Divorced,1,High School,Asian,Other,UK,Professional,Hinduism,1983-09-11,Low,Citizen,Rural,Yes
35-44,Ulysses,Non-Binary,Divorced,3-4,Undergraduate,Other,French,Australia,Self-employed,Islam,2006-06-21,Moderate,Work Visa,Urban,No
45-54,Nicholas,Female,Divorced,2,Doctorate,Hispanic,Spanish,USA,Professional,Hinduism,1963-07-25,Moderate,Other,Rural,Yes
45-54,Gideon,Female,Divorced,1,Postgraduate,Other,Other,Canada,Self-employed,Islam,1968-03-23,Low,Citizen,Suburban,No
35-44,Karen,Non-Binary,Single,3-4,Undergraduate,Hispanic,Spanish,India,Retired,Atheism,1945-11-16,Moderate,Other,Rural,No
35-44,Ivan,Non-Binary,Single,2,High School,Asian,Other,Canada,Student,Christianity,1959-10-31,High,Citizen,Urban,No
45-54,Xochitl,Male,Divorced,2,Postgraduate,Caucasian,Spanish,India,Retired,Christianity,2004-11-05,High,Other,Urban,Yes
<18,Gianna,Non-Binary,Married,1,High School,Asian,Spanish,Australia,Student,Islam,1940-02-20,Moderate,Other,Suburban,Yes
35-44,Benjamin,Non-Binary,Single,5+,Postgraduate,Hispanic,English,UK,Self-employed,Hinduism,1978-07-22,Low,Work Visa,Suburban,Yes
65+,Harriet,Female,Divorced,5+,High School,Other,Spanish,Canada,Student,Hinduism,1987-12-13,Moderate,Citizen,Rural,No
65+,Connor,Female,Divorced,5+,High School,Caucasian,French,UK,Student,Atheism,1959-07-20,Low,Other,Urban,Yes
55-64,Julian,Female,Single,3-4,Postgraduate,African American,Spanish,UK,Self-employed,Buddhism,1948-02-04,Moderate,Work Visa,Rural,Yes
25-34,David,Female,Divorced,1,Postgraduate,Caucasian,Spanish,USA,Self-employed,Islam,1954-09-24,High,Work Visa,Suburban,Yes
<18,Michael,Non-Binary,Single,3-4,Doctorate,Hispanic,English,India,Professional,Hinduism,1989-08-19,Low,Permanent Resident,Rural,Yes
35-44,Peyton,Female,Married,2,Undergraduate,Hispanic,Other,India,Professional,Other,1974-06-10,Low,Citizen,Rural,No
18-24,Grayson,Female,Married,3-4,Postgraduate,Asian,Mandarin,Canada,Professional,Other,2002-09-02,Low,Work Visa,Rural,Yes
45-54,Elias,Male,Divorced,3-4,Postgraduate,Asian,Mandarin,Canada,Student,Hinduism,1989-01-11,Low,Work Visa,Urban,No
<18,Noah,Male,Single,5+,Postgraduate,Caucasian,French,UK,Retired,Other,2004-11-06,Moderate,Work Visa,Urban,No
45-54,Xena,Non-Binary,Divorced,1,Undergraduate,Caucasian,Mandarin,USA,Self-employed,Islam,1969-06-25,Low,Other,Urban,No
<18,Zoey,Male,Married,5+,Postgraduate,Asian,Other,USA,Professional,Islam,1969-11-13,High,Work Visa,Urban,Yes
18-24,Laura,Male,Single,2,Doctorate,Asian,Mandarin,UK,Student,Christianity,2000-05-13,High,Work Visa,Urban,Yes
55-64,Walker,Non-Binary,Single,3-4,High School,African American,English,UK,Student,Christianity,2005-04-18,Moderate,Work Visa,Urban,No
65+,Xavier,Male,Single,2,High School,Caucasian,Mandarin,UK,Student,Hinduism,1962-11-06,Low,Permanent Resident,Rural,Yes
